,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,3
S.No., Captured Date and Time,,,,,Active Energy(kWh),,Apparent Energy(kVAh),,Average Voltage(V),Average Current(A),Neutral Current(A),Status Byte
,,,,,,Import,Export,Import,Export,,,,
1,01-May-2019 00:00:00,,,,,0.301,0.000,0.317 ,0.000 ,241.610,5.230,0.000,-
2,01-May-2019 00:15:00,,,,,0.430,0.000,0.453 ,0.000 ,241.800,7.490,0.000,-
3,01-May-2019 00:30:00,,,,,0.313,0.000,0.339 ,0.000 ,242.900,5.560,0.000,-
4,01-May-2019 00:45:00,,,,,0.412,0.000,0.435 ,0.000 ,243.270,7.140,0.000,-
5,01-May-2019 01:00:00,,,,,0.264,0.000,0.281 ,0.000 ,245.220,4.570,0.000,-
6,01-May-2019 01:15:00,,,,,0.346,0.000,0.374 ,0.000 ,246.130,6.060,0.000,-
7,01-May-2019 01:30:00,,,,,0.035,0.000,0.048 ,0.000 ,247.140,0.770,0.000,-
8,01-May-2019 01:45:00,,,,,0.018,0.000,0.018 ,0.000 ,247.480,0.280,0.000,-
9,01-May-2019 02:00:00,,,,,0.027,0.000,0.033 ,0.000 ,248.130,0.530,0.000,-
10,01-May-2019 02:15:00,,,,,0.240,0.000,0.268 ,0.000 ,248.810,4.300,0.000,-
11,01-May-2019 02:30:00,,,,,0.316,0.000,0.343 ,0.000 ,249.650,5.500,0.000,-
12,01-May-2019 02:45:00,,,,,0.343,0.000,0.369 ,0.000 ,251.090,5.860,0.000,-
13,01-May-2019 03:00:00,,,,,0.325,0.000,0.361 ,0.000 ,251.450,5.740,0.000,-
14,01-May-2019 03:15:00,,,,,0.212,0.000,0.237 ,0.000 ,252.120,3.750,0.000,-
15,01-May-2019 03:30:00,,,,,0.017,0.000,0.018 ,0.000 ,252.930,0.280,0.000,-
16,01-May-2019 03:45:00,,,,,0.032,0.000,0.041 ,0.000 ,253.040,0.650,0.000,-
17,01-May-2019 04:00:00,,,,,0.376,0.000,0.420 ,0.000 ,253.430,6.600,0.000,-
18,01-May-2019 04:15:00,,,,,0.366,0.000,0.401 ,0.000 ,254.040,6.300,0.000,-
19,01-May-2019 04:30:00,,,,,0.302,0.000,0.333 ,0.000 ,254.540,5.220,0.000,-
20,01-May-2019 04:45:00,,,,,0.270,0.000,0.308 ,0.000 ,254.300,4.850,0.000,-
21,01-May-2019 05:00:00,,,,,0.361,0.000,0.400 ,0.000 ,254.210,6.270,0.000,-
22,01-May-2019 05:15:00,,,,,0.256,0.000,0.283 ,0.000 ,254.780,4.430,0.000,-
23,01-May-2019 05:30:00,,,,,0.251,0.000,0.282 ,0.000 ,254.080,4.430,0.000,-
24,01-May-2019 05:45:00,,,,,0.035,0.000,0.047 ,0.000 ,253.780,0.720,0.000,-
25,01-May-2019 06:00:00,,,,,0.024,0.000,0.024 ,0.000 ,254.380,0.380,0.000,-
26,01-May-2019 06:15:00,,,,,0.041,0.000,0.048 ,0.000 ,255.630,0.740,0.000,-
27,01-May-2019 06:30:00,,,,,0.058,0.000,0.071 ,0.000 ,256.030,1.110,0.000,-
28,01-May-2019 06:45:00,,,,,0.183,0.000,0.186 ,0.000 ,256.360,2.890,0.000,-
29,01-May-2019 07:00:00,,,,,0.428,0.000,0.432 ,0.000 ,255.560,6.740,0.000,-
30,01-May-2019 07:15:00,,,,,0.097,0.000,0.110 ,0.000 ,256.740,1.710,0.000,-
31,01-May-2019 07:30:00,,,,,0.062,0.000,0.069 ,0.000 ,256.590,1.070,0.000,-
32,01-May-2019 07:45:00,,,,,0.113,0.000,0.116 ,0.000 ,256.320,1.820,0.000,-
33,01-May-2019 08:00:00,,,,,0.526,0.000,0.530 ,0.000 ,255.610,8.260,0.000,-
34,01-May-2019 08:15:00,,,,,0.065,0.000,0.075 ,0.000 ,256.480,1.170,0.000,-
35,01-May-2019 08:30:00,,,,,0.019,0.000,0.032 ,0.000 ,255.560,0.500,0.000,-
36,01-May-2019 08:45:00,,,,,0.012,0.000,0.022 ,0.000 ,254.660,0.330,0.000,-
37,01-May-2019 09:00:00,,,,,0.046,0.000,0.058 ,0.000 ,254.730,0.910,0.000,-
38,01-May-2019 09:15:00,,,,,0.029,0.000,0.043 ,0.000 ,254.960,0.670,0.000,-
39,01-May-2019 09:30:00,,,,,0.015,0.000,0.024 ,0.000 ,252.480,0.380,0.000,-
40,01-May-2019 09:45:00,,,,,0.015,0.000,0.027 ,0.000 ,252.360,0.420,0.000,-
41,01-May-2019 10:00:00,,,,,0.022,0.000,0.040 ,0.000 ,251.520,0.630,0.000,-
42,01-May-2019 10:15:00,,,,,0.020,0.000,0.025 ,0.000 ,251.270,0.390,0.000,-
43,01-May-2019 10:30:00,,,,,0.042,0.000,0.047 ,0.000 ,250.120,0.740,0.000,-
44,01-May-2019 10:45:00,,,,,0.034,0.000,0.049 ,0.000 ,249.390,0.780,0.000,-
45,01-May-2019 11:00:00,,,,,0.035,0.000,0.040 ,0.000 ,248.670,0.640,0.000,-
46,01-May-2019 11:15:00,,,,,0.003,0.000,0.004 ,0.000 ,249.880,0.060,0.000,-
47,01-May-2019 11:30:00,,,,,0.033,0.000,0.043 ,0.000 ,249.500,0.680,0.000,-
48,01-May-2019 11:45:00,,,,,0.038,0.000,0.052 ,0.000 ,249.960,0.830,0.000,-
49,01-May-2019 12:00:00,,,,,0.024,0.000,0.028 ,0.000 ,248.370,0.440,0.000,-
50,01-May-2019 12:15:00,,,,,0.057,0.000,0.065 ,0.000 ,249.110,1.040,0.000,-
51,01-May-2019 12:30:00,,,,,0.070,0.000,0.080 ,0.000 ,247.910,1.290,0.000,-
52,01-May-2019 12:45:00,,,,,0.062,0.000,0.069 ,0.000 ,248.610,1.110,0.000,-
53,01-May-2019 13:00:00,,,,,0.021,0.000,0.026 ,0.000 ,248.470,0.410,0.000,-
54,01-May-2019 13:15:00,,,,,0.023,0.000,0.029 ,0.000 ,248.880,0.460,0.000,-
55,01-May-2019 13:30:00,,,,,0.047,0.000,0.054 ,0.000 ,248.300,0.850,0.000,-
56,01-May-2019 13:45:00,,,,,0.042,0.000,0.047 ,0.000 ,246.950,0.770,0.000,-
57,01-May-2019 14:00:00,,,,,0.026,0.000,0.028 ,0.000 ,246.270,0.440,0.000,-
58,01-May-2019 14:15:00,,,,,0.034,0.000,0.037 ,0.000 ,246.790,0.600,0.000,-
59,01-May-2019 14:30:00,,,,,0.052,0.000,0.061 ,0.000 ,245.440,1.000,0.000,-
60,01-May-2019 14:45:00,,,,,0.043,0.000,0.049 ,0.000 ,243.420,0.800,0.000,-
61,01-May-2019 15:00:00,,,,,0.033,0.000,0.034 ,0.000 ,241.910,0.540,0.000,-
62,01-May-2019 15:15:00,,,,,0.045,0.000,0.050 ,0.000 ,241.190,0.830,0.000,-
63,01-May-2019 15:30:00,,,,,0.057,0.000,0.066 ,0.000 ,240.840,1.080,0.000,-
64,01-May-2019 15:45:00,,,,,0.050,0.000,0.062 ,0.000 ,241.560,1.010,0.000,-
65,01-May-2019 16:00:00,,,,,0.033,0.000,0.033 ,0.000 ,243.040,0.540,0.000,-
66,01-May-2019 16:15:00,,,,,0.143,0.000,0.149 ,0.000 ,243.820,2.420,0.000,-
67,01-May-2019 16:30:00,,,,,0.041,0.000,0.053 ,0.000 ,244.420,0.860,0.000,-
68,01-May-2019 16:45:00,,,,,0.033,0.000,0.046 ,0.000 ,245.340,0.740,0.000,-
69,01-May-2019 17:00:00,,,,,0.017,0.000,0.034 ,0.000 ,246.090,0.540,0.000,-
70,01-May-2019 17:15:00,,,,,0.002,0.000,0.003 ,0.000 ,245.420,0.040,0.000,-
71,01-May-2019 17:30:00,,,,,0.007,0.000,0.013 ,0.000 ,246.090,0.210,0.000,-
72,01-May-2019 17:45:00,,,,,0.022,0.000,0.039 ,0.000 ,247.800,0.620,0.000,-
73,01-May-2019 18:00:00,,,,,0.026,0.000,0.040 ,0.000 ,248.970,0.640,0.000,-
74,01-May-2019 18:15:00,,,,,0.062,0.000,0.068 ,0.000 ,250.150,1.090,0.000,-
75,01-May-2019 18:30:00,,,,,0.087,0.000,0.096 ,0.000 ,249.620,1.530,0.000,-
76,01-May-2019 18:45:00,,,,,0.087,0.000,0.098 ,0.000 ,249.720,1.560,0.000,-
77,01-May-2019 19:00:00,,,,,0.072,0.000,0.084 ,0.000 ,248.440,1.330,0.000,-
78,01-May-2019 19:15:00,,,,,0.080,0.000,0.091 ,0.000 ,246.990,1.470,0.000,-
79,01-May-2019 19:30:00,,,,,0.092,0.000,0.103 ,0.000 ,246.040,1.670,0.000,-
80,01-May-2019 19:45:00,,,,,0.077,0.000,0.089 ,0.000 ,245.360,1.450,0.000,-
81,01-May-2019 20:00:00,,,,,0.065,0.000,0.075 ,0.000 ,246.510,1.210,0.000,-
82,01-May-2019 20:15:00,,,,,0.057,0.000,0.063 ,0.000 ,247.350,1.010,0.000,-
83,01-May-2019 20:30:00,,,,,0.063,0.000,0.075 ,0.000 ,247.860,1.190,0.000,-
84,01-May-2019 20:45:00,,,,,0.054,0.000,0.060 ,0.000 ,247.860,0.950,0.000,-
85,01-May-2019 21:00:00,,,,,0.041,0.000,0.045 ,0.000 ,247.740,0.730,0.000,-
86,01-May-2019 21:15:00,,,,,0.102,0.000,0.117 ,0.000 ,247.320,1.890,0.000,-
87,01-May-2019 21:30:00,,,,,0.573,0.000,0.608 ,0.000 ,246.010,9.850,0.000,-
88,01-May-2019 21:45:00,,,,,0.050,0.000,0.057 ,0.000 ,246.440,0.930,0.000,-
89,01-May-2019 22:00:00,,,,,0.062,0.000,0.077 ,0.000 ,244.390,1.240,0.000,-
90,01-May-2019 22:15:00,,,,,0.363,0.000,0.388 ,0.000 ,241.930,6.420,0.000,-
91,01-May-2019 22:30:00,,,,,0.308,0.000,0.326 ,0.000 ,240.520,5.410,0.000,-
92,01-May-2019 22:45:00,,,,,0.405,0.000,0.422 ,0.000 ,239.980,7.010,0.000,-
93,01-May-2019 23:00:00,,,,,0.574,0.000,0.597 ,0.000 ,238.650,9.990,0.000,-
94,01-May-2019 23:15:00,,,,,0.568,0.000,0.589 ,0.000 ,238.550,9.860,0.000,-
95,01-May-2019 23:30:00,,,,,0.416,0.000,0.432 ,0.000 ,239.060,7.220,0.000,-
96,01-May-2019 23:45:00,,,,,0.403,0.000,0.422 ,0.000 ,240.210,7.000,0.000,-
97,02-May-2019 00:00:00,,,,,0.376,0.000,0.400 ,0.000 ,240.820,6.640,0.000,-
98,02-May-2019 00:15:00,,,,,0.427,0.000,0.448 ,0.000 ,242.220,7.380,0.000,-
99,02-May-2019 00:30:00,,,,,0.421,0.000,0.441 ,0.000 ,243.220,7.240,0.000,-
100,02-May-2019 00:45:00,,,,,0.205,0.000,0.229 ,0.000 ,243.910,3.730,0.000,-
101,02-May-2019 01:00:00,,,,,0.205,0.000,0.233 ,0.000 ,244.850,3.810,0.000,-
102,02-May-2019 01:15:00,,,,,0.025,0.000,0.035 ,0.000 ,246.300,0.560,0.000,-
103,02-May-2019 01:30:00,,,,,0.026,0.000,0.039 ,0.000 ,247.380,0.610,0.000,-
104,02-May-2019 01:45:00,,,,,0.045,0.000,0.073 ,0.000 ,247.630,1.170,0.000,-
105,02-May-2019 02:00:00,,,,,0.035,0.000,0.055 ,0.000 ,248.190,0.880,0.000,-
106,02-May-2019 02:15:00,,,,,0.152,0.000,0.172 ,0.000 ,249.100,2.750,0.000,-
107,02-May-2019 02:30:00,,,,,0.376,0.000,0.409 ,0.000 ,249.820,6.530,0.000,-
108,02-May-2019 02:45:00,,,,,0.335,0.000,0.372 ,0.000 ,250.660,5.930,0.000,-
109,02-May-2019 03:00:00,,,,,0.339,0.000,0.370 ,0.000 ,251.270,5.890,0.000,-
110,02-May-2019 03:15:00,,,,,0.074,0.000,0.090 ,0.000 ,251.980,1.410,0.000,-
111,02-May-2019 03:30:00,,,,,0.043,0.000,0.069 ,0.000 ,252.010,1.090,0.000,-
112,02-May-2019 03:45:00,,,,,0.040,0.000,0.067 ,0.000 ,252.640,1.040,0.000,-
113,02-May-2019 04:00:00,,,,,0.025,0.000,0.038 ,0.000 ,253.540,0.610,0.000,-
114,02-May-2019 04:15:00,,,,,0.029,0.000,0.045 ,0.000 ,254.300,0.690,0.000,-
115,02-May-2019 04:30:00,,,,,0.046,0.000,0.078 ,0.000 ,253.370,1.220,0.000,-
116,02-May-2019 04:45:00,,,,,0.238,0.000,0.272 ,0.000 ,252.340,4.310,0.000,-
117,02-May-2019 05:00:00,,,,,0.025,0.000,0.039 ,0.000 ,252.760,0.600,0.000,-
118,02-May-2019 05:15:00,,,,,0.036,0.000,0.056 ,0.000 ,253.080,0.900,0.000,-
119,02-May-2019 05:30:00,,,,,0.045,0.000,0.075 ,0.000 ,252.370,1.180,0.000,-
120,02-May-2019 05:45:00,,,,,0.028,0.000,0.041 ,0.000 ,252.510,0.630,0.000,-
121,02-May-2019 06:00:00,,,,,0.040,0.000,0.052 ,0.000 ,253.470,0.810,0.000,-
122,02-May-2019 06:15:00,,,,,0.054,0.000,0.082 ,0.000 ,254.380,1.280,0.000,-
123,02-May-2019 06:30:00,,,,,0.050,0.000,0.065 ,0.000 ,254.490,1.020,0.000,-
124,02-May-2019 06:45:00,,,,,0.099,0.000,0.109 ,0.000 ,254.650,1.710,0.000,-
125,02-May-2019 07:00:00,,,,,0.510,0.000,0.517 ,0.000 ,254.300,8.110,0.000,-
126,02-May-2019 07:15:00,,,,,0.078,0.000,0.093 ,0.000 ,254.510,1.450,0.000,-
127,02-May-2019 07:30:00,,,,,0.051,0.000,0.058 ,0.000 ,255.170,0.900,0.000,-
128,02-May-2019 07:45:00,,,,,0.038,0.000,0.063 ,0.000 ,255.280,0.980,0.000,-
129,02-May-2019 08:00:00,,,,,0.075,0.000,0.094 ,0.000 ,255.040,1.480,0.000,-
130,02-May-2019 08:15:00,,,,,0.023,0.000,0.033 ,0.000 ,254.960,0.510,0.000,-
131,02-May-2019 08:30:00,,,,,0.021,0.000,0.041 ,0.000 ,253.920,0.640,0.000,-
132,02-May-2019 08:45:00,,,,,0.459,0.000,0.472 ,0.000 ,251.970,7.470,0.000,-
133,02-May-2019 09:00:00,,,,,0.014,0.000,0.032 ,0.000 ,252.290,0.500,0.000,-
134,02-May-2019 09:15:00,,,,,0.028,0.000,0.034 ,0.000 ,250.970,0.550,0.000,-
135,02-May-2019 09:30:00,,,,,0.047,0.000,0.064 ,0.000 ,248.980,1.010,0.000,-
136,02-May-2019 09:45:00,,,,,0.042,0.000,0.060 ,0.000 ,247.790,0.970,0.000,-
137,02-May-2019 10:00:00,,,,,0.041,0.000,0.052 ,0.000 ,246.890,0.830,0.000,-
138,02-May-2019 10:15:00,,,,,0.040,0.000,0.050 ,0.000 ,247.880,0.810,0.000,-
139,02-May-2019 10:30:00,,,,,0.059,0.000,0.079 ,0.000 ,246.770,1.270,0.000,-
140,02-May-2019 10:45:00,,,,,0.049,0.000,0.064 ,0.000 ,246.670,1.030,0.000,-
141,02-May-2019 11:00:00,,,,,0.038,0.000,0.047 ,0.000 ,246.250,0.770,0.000,-
142,02-May-2019 11:15:00,,,,,0.046,0.000,0.058 ,0.000 ,245.300,0.940,0.000,-
143,02-May-2019 11:30:00,,,,,0.059,0.000,0.077 ,0.000 ,244.230,1.250,0.000,-
144,02-May-2019 11:45:00,,,,,0.041,0.000,0.049 ,0.000 ,244.440,0.800,0.000,-
145,02-May-2019 12:00:00,,,,,0.037,0.000,0.046 ,0.000 ,244.320,0.750,0.000,-
146,02-May-2019 12:15:00,,,,,0.053,0.000,0.070 ,0.000 ,243.830,1.130,0.000,-
147,02-May-2019 12:30:00,,,,,0.047,0.000,0.061 ,0.000 ,242.100,1.010,0.000,-
148,02-May-2019 12:45:00,,,,,0.035,0.000,0.044 ,0.000 ,242.650,0.710,0.000,-
149,02-May-2019 13:00:00,,,,,0.042,0.000,0.054 ,0.000 ,243.330,0.880,0.000,-
150,02-May-2019 13:15:00,,,,,0.048,0.000,0.065 ,0.000 ,245.540,1.050,0.000,-
151,02-May-2019 13:30:00,,,,,0.032,0.000,0.039 ,0.000 ,244.590,0.640,0.000,-
152,02-May-2019 13:45:00,,,,,0.048,0.000,0.055 ,0.000 ,243.520,0.900,0.000,-
153,02-May-2019 14:00:00,,,,,0.055,0.000,0.074 ,0.000 ,242.060,1.200,0.000,-
154,02-May-2019 14:15:00,,,,,0.060,0.000,0.081 ,0.000 ,244.450,1.320,0.000,-
155,02-May-2019 14:30:00,,,,,0.059,0.000,0.082 ,0.000 ,242.790,1.340,0.000,-
156,02-May-2019 14:45:00,,,,,0.053,0.000,0.069 ,0.000 ,241.090,1.150,0.000,-
157,02-May-2019 15:00:00,,,,,0.040,0.000,0.048 ,0.000 ,240.690,0.780,0.000,-
158,02-May-2019 15:15:00,,,,,0.054,0.000,0.069 ,0.000 ,239.950,1.150,0.000,-
159,02-May-2019 15:30:00,,,,,0.059,0.000,0.079 ,0.000 ,239.110,1.310,0.000,-
160,02-May-2019 15:45:00,,,,,0.054,0.000,0.072 ,0.000 ,240.520,1.180,0.000,-
161,02-May-2019 16:00:00,,,,,0.047,0.000,0.053 ,0.000 ,241.930,0.880,0.000,-
162,02-May-2019 16:15:00,,,,,0.034,0.000,0.050 ,0.000 ,243.280,0.810,0.000,-
163,02-May-2019 16:30:00,,,,,0.047,0.000,0.071 ,0.000 ,244.080,1.160,0.000,-
164,02-May-2019 16:45:00,,,,,0.035,0.000,0.061 ,0.000 ,244.980,0.990,0.000,-
165,02-May-2019 17:00:00,,,,,0.029,0.000,0.039 ,0.000 ,246.060,0.620,0.000,-
166,02-May-2019 17:15:00,,,,,0.034,0.000,0.053 ,0.000 ,247.890,0.860,0.000,-
167,02-May-2019 17:30:00,,,,,0.030,0.000,0.064 ,0.000 ,248.910,1.010,0.000,-
168,02-May-2019 17:45:00,,,,,0.053,0.000,0.077 ,0.000 ,251.690,1.220,0.000,-
169,02-May-2019 18:00:00,,,,,0.047,0.000,0.060 ,0.000 ,253.720,0.930,0.000,-
170,02-May-2019 18:15:00,,,,,0.080,0.000,0.095 ,0.000 ,254.860,1.480,0.000,-
171,02-May-2019 18:30:00,,,,,0.089,0.000,0.108 ,0.000 ,254.880,1.690,0.000,-
172,02-May-2019 18:45:00,,,,,0.050,0.000,0.056 ,0.000 ,256.020,0.880,0.000,-
173,02-May-2019 19:00:00,,,,,0.038,0.000,0.047 ,0.000 ,254.620,0.720,0.000,-
174,02-May-2019 19:15:00,,,,,0.063,0.000,0.084 ,0.000 ,254.000,1.320,0.000,-
175,02-May-2019 19:30:00,,,,,0.063,0.000,0.074 ,0.000 ,254.130,1.170,0.000,-
176,02-May-2019 19:45:00,,,,,0.063,0.000,0.070 ,0.000 ,254.720,1.090,0.000,-
177,02-May-2019 20:00:00,,,,,0.083,0.000,0.098 ,0.000 ,255.120,1.520,0.000,-
178,02-May-2019 20:15:00,,,,,0.094,0.000,0.111 ,0.000 ,255.390,1.730,0.000,-
179,02-May-2019 20:30:00,,,,,0.061,0.000,0.065 ,0.000 ,254.640,1.020,0.000,-
180,02-May-2019 20:45:00,,,,,0.070,0.000,0.080 ,0.000 ,254.930,1.240,0.000,-
181,02-May-2019 21:00:00,,,,,0.083,0.000,0.100 ,0.000 ,254.380,1.570,0.000,-
182,02-May-2019 21:15:00,,,,,0.065,0.000,0.078 ,0.000 ,253.930,1.210,0.000,-
183,02-May-2019 21:30:00,,,,,0.048,0.000,0.057 ,0.000 ,252.240,0.900,0.000,-
184,02-May-2019 21:45:00,,,,,0.080,0.000,0.110 ,0.000 ,251.100,1.750,0.000,-
185,02-May-2019 22:00:00,,,,,0.669,0.000,0.844 ,0.000 ,250.210,13.470,0.000,-
186,02-May-2019 22:15:00,,,,,0.547,0.000,0.664 ,0.000 ,248.940,10.650,0.000,-
187,02-May-2019 22:30:00,,,,,0.430,0.000,0.524 ,0.000 ,248.320,8.440,0.000,-
188,02-May-2019 22:45:00,,,,,0.437,0.000,0.543 ,0.000 ,247.950,8.740,0.000,-
189,02-May-2019 23:00:00,,,,,0.398,0.000,0.488 ,0.000 ,246.720,7.930,0.000,-
190,02-May-2019 23:15:00,,,,,0.299,0.000,0.365 ,0.000 ,246.460,5.910,0.000,-
191,02-May-2019 23:30:00,,,,,0.023,0.000,0.030 ,0.000 ,247.360,0.470,0.000,-
192,02-May-2019 23:45:00,,,,,0.074,0.000,0.101 ,0.000 ,247.420,1.630,0.000,-
193,03-May-2019 00:00:00,,,,,0.634,0.000,0.784 ,0.000 ,247.550,12.640,0.000,-
194,03-May-2019 00:15:00,,,,,0.498,0.000,0.612 ,0.000 ,248.510,9.840,0.000,-
195,03-May-2019 00:30:00,,,,,0.465,0.000,0.573 ,0.000 ,249.200,9.170,0.000,-
196,03-May-2019 00:45:00,,,,,0.375,0.000,0.473 ,0.000 ,249.490,7.580,0.000,-
197,03-May-2019 01:00:00,,,,,0.477,0.000,0.604 ,0.000 ,250.250,9.630,0.000,-
198,03-May-2019 01:15:00,,,,,0.369,0.000,0.461 ,0.000 ,250.720,7.340,0.000,-
199,03-May-2019 01:30:00,,,,,0.452,0.000,0.565 ,0.000 ,250.390,9.010,0.000,-
200,03-May-2019 01:45:00,,,,,0.358,0.000,0.459 ,0.000 ,251.100,7.290,0.000,-
201,03-May-2019 02:00:00,,,,,0.144,0.000,0.187 ,0.000 ,252.300,2.970,0.000,-
202,03-May-2019 02:15:00,,,,,0.025,0.000,0.033 ,0.000 ,253.080,0.530,0.000,-
203,03-May-2019 02:30:00,,,,,0.040,0.000,0.057 ,0.000 ,253.280,0.890,0.000,-
204,03-May-2019 02:45:00,,,,,0.045,0.000,0.071 ,0.000 ,253.720,1.110,0.000,-
205,03-May-2019 03:00:00,,,,,0.025,0.000,0.034 ,0.000 ,253.990,0.530,0.000,-
206,03-May-2019 03:15:00,,,,,0.024,0.000,0.033 ,0.000 ,254.280,0.510,0.000,-
207,03-May-2019 03:30:00,,,,,0.046,0.000,0.071 ,0.000 ,255.430,1.100,0.000,-
208,03-May-2019 03:45:00,,,,,0.039,0.000,0.061 ,0.000 ,256.000,0.940,0.000,-
209,03-May-2019 04:00:00,,,,,0.024,0.000,0.033 ,0.000 ,256.150,0.520,0.000,-
210,03-May-2019 04:15:00,,,,,0.030,0.000,0.044 ,0.000 ,257.040,0.670,0.000,-
211,03-May-2019 04:30:00,,,,,0.046,0.000,0.074 ,0.000 ,257.110,1.140,0.000,-
212,03-May-2019 04:45:00,,,,,0.124,0.000,0.183 ,0.000 ,256.240,2.870,0.000,-
213,03-May-2019 05:00:00,,,,,0.331,0.000,0.439 ,0.000 ,255.460,6.860,0.000,-
214,03-May-2019 05:15:00,,,,,0.307,0.000,0.403 ,0.000 ,255.240,6.310,0.000,-
215,03-May-2019 05:30:00,,,,,0.328,0.000,0.435 ,0.000 ,254.920,6.810,0.000,-
216,03-May-2019 05:45:00,,,,,0.311,0.000,0.406 ,0.000 ,255.240,6.350,0.000,-
217,03-May-2019 06:00:00,,,,,0.308,0.000,0.401 ,0.000 ,255.530,6.270,0.000,-
218,03-May-2019 06:15:00,,,,,0.083,0.000,0.116 ,0.000 ,256.330,1.810,0.000,-
219,03-May-2019 06:30:00,,,,,0.593,0.000,0.597 ,0.000 ,256.340,9.300,0.000,-
220,03-May-2019 06:45:00,,,,,0.241,0.000,0.246 ,0.000 ,256.200,3.820,0.000,-
221,03-May-2019 07:00:00,,,,,0.037,0.000,0.052 ,0.000 ,256.020,0.810,0.000,-
222,03-May-2019 07:15:00,,,,,0.066,0.000,0.083 ,0.000 ,255.590,1.290,0.000,-
223,03-May-2019 07:30:00,,,,,0.061,0.000,0.072 ,0.000 ,254.710,1.120,0.000,-
224,03-May-2019 07:45:00,,,,,0.053,0.000,0.057 ,0.000 ,255.280,0.890,0.000,-
225,03-May-2019 08:00:00,,,,,0.061,0.000,0.073 ,0.000 ,255.980,1.120,0.000,-
226,03-May-2019 08:15:00,,,,,0.086,0.000,0.099 ,0.000 ,255.360,1.550,0.000,-
227,03-May-2019 08:30:00,,,,,0.030,0.000,0.050 ,0.000 ,253.340,0.790,0.000,-
228,03-May-2019 08:45:00,,,,,0.021,0.000,0.036 ,0.000 ,252.490,0.560,0.000,-
229,03-May-2019 09:00:00,,,,,0.024,0.000,0.052 ,0.000 ,250.860,0.820,0.000,-
230,03-May-2019 09:15:00,,,,,0.029,0.000,0.063 ,0.000 ,249.640,1.010,0.000,-
231,03-May-2019 09:30:00,,,,,0.010,0.000,0.030 ,0.000 ,247.950,0.470,0.000,-
232,03-May-2019 09:45:00,,,,,0.017,0.000,0.031 ,0.000 ,247.880,0.500,0.000,-
233,03-May-2019 10:00:00,,,,,0.036,0.000,0.058 ,0.000 ,246.980,0.930,0.000,-
234,03-May-2019 10:15:00,,,,,0.041,0.000,0.062 ,0.000 ,246.660,0.990,0.000,-
235,03-May-2019 10:30:00,,,,,0.021,0.000,0.033 ,0.000 ,246.010,0.540,0.000,-
236,03-May-2019 10:45:00,,,,,0.202,0.000,0.259 ,0.000 ,244.650,4.230,0.000,-
237,03-May-2019 11:00:00,,,,,0.040,0.000,0.051 ,0.000 ,246.210,0.810,0.000,-
238,03-May-2019 11:15:00,,,,,0.030,0.000,0.038 ,0.000 ,246.130,0.610,0.000,-
239,03-May-2019 11:30:00,,,,,0.202,0.000,0.203 ,0.000 ,245.480,3.300,0.000,-
240,03-May-2019 11:45:00,,,,,0.022,0.000,0.024 ,0.000 ,245.770,0.390,0.000,-
241,03-May-2019 12:00:00,,,,,0.026,0.000,0.042 ,0.000 ,245.270,0.670,0.000,-
242,03-May-2019 12:15:00,,,,,0.009,0.000,0.015 ,0.000 ,244.520,0.240,0.000,-
243,03-May-2019 12:30:00,,,,,0.010,0.000,0.013 ,0.000 ,244.730,0.200,0.000,-
244,03-May-2019 12:45:00,,,,,0.034,0.000,0.039 ,0.000 ,245.170,0.640,0.000,-
245,03-May-2019 13:00:00,,,,,0.048,0.000,0.053 ,0.000 ,245.260,0.860,0.000,-
246,03-May-2019 13:15:00,,,,,0.045,0.000,0.051 ,0.000 ,246.140,0.820,0.000,-
247,03-May-2019 13:30:00,,,,,0.043,0.000,0.050 ,0.000 ,246.710,0.810,0.000,-
248,03-May-2019 13:45:00,,,,,0.046,0.000,0.053 ,0.000 ,245.620,0.850,0.000,-
249,03-May-2019 14:00:00,,,,,0.048,0.000,0.056 ,0.000 ,244.460,0.910,0.000,-
250,03-May-2019 14:15:00,,,,,0.052,0.000,0.058 ,0.000 ,244.660,0.950,0.000,-
251,03-May-2019 14:30:00,,,,,0.037,0.000,0.040 ,0.000 ,245.180,0.640,0.000,-
252,03-May-2019 14:45:00,,,,,0.013,0.000,0.016 ,0.000 ,243.110,0.250,0.000,-
253,03-May-2019 15:00:00,,,,,0.036,0.000,0.042 ,0.000 ,241.520,0.700,0.000,-
254,03-May-2019 15:15:00,,,,,0.034,0.000,0.042 ,0.000 ,241.110,0.680,0.000,-
255,03-May-2019 15:30:00,,,,,0.019,0.000,0.022 ,0.000 ,240.850,0.360,0.000,-
256,03-May-2019 15:45:00,,,,,0.014,0.000,0.016 ,0.000 ,240.790,0.260,0.000,-
257,03-May-2019 16:00:00,,,,,0.032,0.000,0.037 ,0.000 ,241.530,0.610,0.000,-
258,03-May-2019 16:15:00,,,,,0.034,0.000,0.042 ,0.000 ,242.540,0.680,0.000,-
259,03-May-2019 16:30:00,,,,,0.021,0.000,0.024 ,0.000 ,242.670,0.400,0.000,-
